series_release,series_code,series_description,geoAreaCode,X,Y,ISO3CD,geoAreaName,sliceId,Sex,Units,Sex_description,Units_description,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,last_5_years_mean,latest_year,latest_value,latest_source,latest_nature,FID
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),732,-13.13515523,24.66265342,ESH,Western Sahara,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,210
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),736,29.95650159,16.02643066,SDN,Sudan,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,211
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),740,-55.90626394,4.132603197,SUR,Suriname,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,212
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),744,13.38071013,78.82894131,SJM,Svalbard and Jan Mayen Islands,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,213
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),748,31.50149288,-26.56471011,SWZ,Swaziland,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,214
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),752,14.3775338,60.60103109,SWE,Sweden,1,FEMALE,PERCENT,Female,Percentage,27.41,31.22,32.14,30.52,31.59,31.88,31.74,31.02,30.82,31.13,31.34,33.52,34.49,35.51,37.45,39.79,39.51,37.35,2016,39.51,ILOSTAT - LFS - EU Labour Force Survey,C,215
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),756,8.223158,46.96617097,CHE,Switzerland,1,FEMALE,PERCENT,Female,Percentage,16.07,,,,,,,,,,,31.65,31.82,31.82,31.89,33.68,34.03,32.648,2016,34.03,ILOSTAT - LFS - EU Labour Force Survey,C,216
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),760,38.50466565,35.01676176,SYR,Syrian Arab Republic (Syria),1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,217
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),762,69.294998,38.43069666,TJK,Tajikistan,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,218
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),764,101.0202951,15.13089239,THA,Thailand,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,22.12,25.59,27.1,29.37,29.83,29.02,28.182,2016,29.02,ILOSTAT - LFS - Labour force survey,C,219
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),768,0.97835765,8.532096072,TGO,Togo,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,220
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),772,-171.8154473,-9.214545558,TKL,Tokelau,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,221
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),776,-175.1959991,-21.19511329,TON,Tonga,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,222
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),780,-61.29389504,10.41877263,TTO,Trinidad and Tobago,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,223
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),784,53.98279159,23.43322219,ARE,United Arab Emirates,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,224
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),788,9.572737411,34.11439971,TUN,Tunisia,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,225
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),792,35.42890329,38.9899684,TUR,Turkey,1,FEMALE,PERCENT,Female,Percentage,,,,,,,17.26,18,19.38,20.08,18.76,13,14.34,16.57,15.54,14.43,16.7,15.516,2016,16.7,ILOSTAT - LFS - EU Labour Force Survey,C,226
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),795,58.9787665,40.0912346,TKM,Turkmenistan,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,227
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),796,-71.745121,21.80780585,TCA,Turks and Caicos Islands,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,228
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),798,178.6679611,-7.460048071,TUV,Tuvalu,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,229
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),800,32.39100438,1.279557331,UGA,Uganda,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,31.47,,,,,31.47,2012,31.47,ILOSTAT - LFS - National Labour Force and Child Activities Survey,C,230
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),804,31.40270802,49.00735945,UKR,Ukraine,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,42.72,42.49,,,39.66,39.03,41.37,,40.02,2015,41.37,ILOSTAT - LFS - Sample survey of the population (households) on economic activity,C,231
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),807,21.7007909,41.60048068,MKD,"Macedonia, Republic of",1,FEMALE,PERCENT,Female,Percentage,,,,,,,23.56,30.82,30.23,36.89,30.69,26.29,23.28,24.67,25.95,23,27.27,24.834,2016,27.27,ILOSTAT - LFS - EU Labour Force Survey,C,232
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),818,29.77468534,26.57438204,EGY,Egypt,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,233
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),826,-2.23830539,53.27691757,GBR,United Kingdom,1,FEMALE,PERCENT,Female,Percentage,34.69,29.62,31.39,31.47,32.46,33.61,34.26,34.35,34.75,35.38,35.98,32.12,32.39,32.31,32.87,32.42,33.81,32.76,2016,33.81,ILOSTAT - LFS - EU Labour Force Survey,C,234
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),831,-2.200712402,49.71561166,GGY,Guernsey,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,235
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),832,-2.136773508,49.22353354,JEY,Jersey,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,236
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),833,-4.538190305,54.22880901,IMN,Isle of Man,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,237
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),834,34.80521182,-6.265332606,TZA,"Tanzania, United Republic of",1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,238
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),840,-99.13830311,39.5277871,USA,United States of America,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,239
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),850,-64.76960113,17.73297693,VIR,United States Virgin Islands,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,240
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),854,-1.742843829,12.27491081,BFA,Burkina Faso,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,241
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),858,-56.01387025,-32.8002838,URY,Uruguay,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,31.24,36.47,34.18,31.8,34.01,33.67,34.026,2016,33.67,ILOSTAT - LFS - Continous Household Survey,C,242
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),860,63.11944558,41.77560518,UZB,Uzbekistan,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,243
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),862,-66.15642084,7.121324748,VEN,Venezuela (Bolivarian Republic),1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,244
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),876,-176.2034788,-13.28471201,WLF,Wallis and Futuna Islands,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,245
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),882,-172.4430749,-13.61541469,WSM,Samoa,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,41.63,,,,,41.63,2012,41.63,ILOSTAT - LFS - Labour force survey,C,246
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),887,45.22389143,15.22242099,YEM,Yemen,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,247
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),894,27.850329,-14.59701056,ZMB,Zambia,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,248
